movieId,count,rating
34,580,1.0
34,142,1.5
34,957,2.0
34,425,2.5
34,3972,3.0
34,756,3.5
34,5366,4.0
34,376,4.5
34,4310,5.0
35,1,0.5
35,34,1.0
35,2,1.5
35,81,2.0
35,7,2.5
35,297,3.0
35,15,3.5
35,309,4.0
35,6,4.5
35,126,5.0
36,9,0.5
36,139,1.0
36,20,1.5
36,348,2.0
36,90,2.5
36,2416,3.0
36,430,3.5
36,4201,4.0
36,389,4.5
36,3327,5.0
37,2,0.5
37,6,1.0
37,11,2.0
37,2,2.5
37,14,3.0
37,10,4.0
37,2,4.5
37,5,5.0
38,10,0.5
38,45,1.0
38,6,1.5
38,45,2.0
38,11,2.5
38,88,3.0
38,3,3.5
38,50,4.0
38,1,4.5
38,34,5.0
39,78,0.5
39,464,1.0
39,135,1.5
39,1096,2.0
39,381,2.5
39,4670,3.0
39,808,3.5
39,4346,4.0
39,273,4.5
39,1710,5.0
40,15,1.0
40,1,1.5
40,38,2.0
40,4,2.5
40,148,3.0
40,17,3.5
40,177,4.0
40,5,4.5
40,97,5.0
41,3,0.5
41,45,1.0
41,1,1.5
41,124,2.0
41,7,2.5
41,653,3.0
41,58,3.5
41,1056,4.0
41,53,4.5
41,668,5.0
42,5,0.5
42,97,1.0
42,6,1.5
42,220,2.0
42,26,2.5
42,607,3.0
42,58,3.5
42,298,4.0
42,8,4.5
42,80,5.0
43,1,0.5
43,53,1.0
43,3,1.5
43,119,2.0
43,11,2.5
43,553,3.0
43,28,3.5
43,499,4.0
43,2,4.5
43,189,5.0
44,184,0.5
44,663,1.0
44,186,1.5
44,901,2.0
44,260,2.5
44,1894,3.0
44,181,3.5
44,737,4.0
44,31,4.5
44,276,5.0
45,21,0.5
45,202,1.0
45,33,1.5
45,454,2.0
45,115,2.5
45,1763,3.0
45,258,3.5
45,1605,4.0
45,116,4.5
45,500,5.0
46,8,0.5
46,68,1.0
46,13,1.5
46,205,2.0
46,34,2.5
46,779,3.0
46,48,3.5
46,488,4.0
46,9,4.5
46,176,5.0
47,49,0.5
47,336,1.0
47,48,1.5
47,543,2.0
47,159,2.5
47,3174,3.0
47,1097,3.5
47,6917,4.0
47,2014,4.5
47,5974,5.0
48,179,0.5
48,480,1.0
48,190,1.5
48,897,2.0
48,405,2.5
48,2389,3.0
48,434,3.5
48,1126,4.0
48,81,4.5
48,366,5.0
49,4,1.0
49,7,2.0
49,33,3.0
49,8,3.5
49,36,4.0
49,4,4.5
49,30,5.0
50,14,0.5
50,112,1.0
50,23,1.5
50,273,2.0
50,111,2.5
50,1828,3.0
50,757,3.5
50,6055,4.0
50,2387,4.5
50,10088,5.0
51,1,0.5
51,2,1.5
51,4,2.0
51,4,3.0
51,2,5.0
52,13,0.5
52,155,1.0
52,18,1.5
52,303,2.0
52,72,2.5
52,1775,3.0
52,239,3.5
52,1956,4.0
52,78,4.5
52,694,5.0
53,3,1.0
53,1,1.5
53,7,2.0
53,1,2.5
53,24,3.0
53,3,3.5
53,17,4.0
53,3,4.5
53,25,5.0
54,71,1.0
54,8,1.5
54,87,2.0
54,7,2.5
54,192,3.0
54,11,3.5
54,94,4.0
54,2,4.5
54,41,5.0
55,33,1.0
55,2,1.5
55,81,2.0
55,1,2.5
55,226,3.0
55,7,3.5
55,167,4.0
55,2,4.5
55,48,5.0
56,3,0.5
56,18,1.0
56,2,1.5
56,8,2.0
56,5,3.0
56,4,4.0
56,1,5.0
57,1,0.5
57,50,1.0
57,145,2.0
57,22,2.5
57,606,3.0
57,30,3.5
57,398,4.0
57,13,4.5
57,140,5.0
58,25,0.5
58,93,1.0
58,20,1.5
58,211,2.0
58,77,2.5
58,1070,3.0
58,233,3.5
58,2168,4.0
58,269,4.5
58,2098,5.0
59,10,1.0
59,7,2.0
59,2,2.5
59,32,3.0
59,3,3.5
59,44,4.0
59,2,4.5
59,27,5.0
60,19,0.5
60,154,1.0
60,36,1.5
60,369,2.0
60,104,2.5
60,1211,3.0
60,101,3.5
60,772,4.0
60,13,4.5
60,244,5.0
61,68,1.0
61,6,1.5
61,132,2.0
61,7,2.5
61,583,3.0
61,12,3.5
61,329,4.0
61,4,4.5
61,179,5.0
62,28,0.5
62,241,1.0
62,54,1.5
62,496,2.0
62,196,2.5
62,2986,3.0
62,525,3.5
62,3448,4.0
62,243,4.5
62,2608,5.0
63,20,0.5
63,137,1.0
63,16,1.5
63,174,2.0
63,42,2.5
63,356,3.0
63,63,3.5
63,242,4.0
63,13,4.5
63,152,5.0
64,6,0.5
64,108,1.0
64,8,1.5
64,228,2.0
64,25,2.5
64,604,3.0
64,9,3.5
64,148,4.0
64,2,4.5
64,70,5.0
65,87,0.5
65,539,1.0
65,71,1.5
65,433,2.0
65,100,2.5
65,697,3.0
65,66,3.5
65,211,4.0
65,12,4.5
65,133,5.0
66,61,0.5
66,447,1.0
66,34,1.5
66,264,2.0
66,28,2.5
66,404,3.0
66,6,3.5
66,89,4.0
66,39,5.0
67,9,1.0
67,9,2.0
67,2,2.5
67,41,3.0
67,1,3.5
67,25,4.0
67,22,5.0
68,27,1.0
68,1,1.5
68,60,2.0
68,5,2.5
68,277,3.0
68,15,3.5
68,233,4.0
68,8,4.5
68,96,5.0
69,10,0.5
69,85,1.0
69,19,1.5
69,152,2.0
69,48,2.5
69,514,3.0
69,189,3.5
69,661,4.0
69,97,4.5
69,371,5.0
70,56,0.5
70,405,1.0
70,72,1.5
70,767,2.0
70,294,2.5
70,1707,3.0
70,577,3.5
70,1660,4.0
70,244,4.5
70,634,5.0
71,13,0.5
71,179,1.0
71,17,1.5
71,173,2.0
71,10,2.5
71,242,3.0
71,10,3.5
71,65,4.0
71,15,5.0
72,2,0.5
72,27,1.0
72,3,1.5
72,58,2.0
72,19,2.5
72,183,3.0
72,25,3.5
72,182,4.0
72,22,4.5
72,113,5.0
73,7,0.5
73,53,1.0
73,4,1.5
73,72,2.0
73,15,2.5
73,298,3.0
73,60,3.5
73,486,4.0
73,42,4.5
73,423,5.0
74,6,0.5
74,88,1.0
74,10,1.5
74,212,2.0
74,22,2.5
74,862,3.0
74,34,3.5
74,458,4.0
74,9,4.5
74,269,5.0
75,4,0.5
75,67,1.0
75,6,1.5
75,80,2.0
75,5,2.5
75,99,3.0
75,1,3.5
75,25,4.0
75,33,5.0
76,6,0.5
76,150,1.0
76,11,1.5
76,289,2.0
76,42,2.5
76,837,3.0
76,60,3.5
76,334,4.0
76,10,4.5
76,129,5.0
77,6,1.0
77,10,2.0
77,1,2.5
77,50,3.0
77,2,3.5
77,37,4.0
77,2,4.5
77,16,5.0
78,1,0.5
78,38,1.0
78,1,1.5
78,92,2.0
78,8,2.5
78,318,3.0
78,17,3.5
78,166,4.0
78,12,4.5
78,46,5.0
79,8,0.5
79,203,1.0
79,20,1.5
79,363,2.0
79,56,2.5
79,1486,3.0
79,42,3.5
79,696,4.0
79,8,4.5
79,244,5.0
80,9,1.0
80,1,1.5
80,31,2.0
80,1,2.5
80,67,3.0
80,7,3.5
80,102,4.0
80,8,4.5
80,90,5.0
81,3,0.5
81,103,1.0
81,9,1.5
81,195,2.0
81,29,2.5
81,708,3.0
81,51,3.5
81,557,4.0
81,23,4.5
81,175,5.0
82,4,0.5
82,34,1.0
82,3,1.5
82,54,2.0
82,6,2.5
82,251,3.0
82,25,3.5
82,489,4.0
82,36,4.5
82,526,5.0
83,1,0.5
83,13,1.0
83,17,2.0
83,1,2.5
83,119,3.0
83,5,3.5
83,123,4.0
83,5,4.5
83,74,5.0
84,7,1.0
84,9,2.0
84,2,2.5
84,28,3.0
84,33,4.0
84,11,5.0
85,3,0.5
85,63,1.0
85,3,1.5
85,145,2.0
85,11,2.5
85,475,3.0
85,40,3.5
85,559,4.0
85,8,4.5
85,245,5.0
86,2,0.5
86,68,1.0
86,7,1.5
86,198,2.0
86,22,2.5
86,960,3.0
86,63,3.5
86,783,4.0
86,23,4.5
86,349,5.0
87,15,0.5
87,114,1.0
87,15,1.5
87,129,2.0
87,21,2.5
87,159,3.0
87,4,3.5
87,49,4.0
87,3,4.5
87,22,5.0
88,8,0.5
88,179,1.0
88,32,1.5
88,330,2.0
88,88,2.5
88,953,3.0
88,116,3.5
88,474,4.0
88,41,4.5
88,210,5.0
89,3,0.5
89,83,1.0
89,9,1.5
89,207,2.0
89,64,2.5
89,820,3.0
89,75,3.5
89,445,4.0
89,12,4.5
89,91,5.0
90,13,1.0
90,11,2.0
90,55,3.0
90,3,3.5
90,23,4.0
90,21,5.0
92,8,0.5
92,121,1.0
92,9,1.5
92,245,2.0
92,30,2.5
92,537,3.0
92,34,3.5
92,225,4.0
92,2,4.5
92,70,5.0
93,14,0.5
93,170,1.0
93,22,1.5
93,246,2.0
93,34,2.5
93,423,3.0
93,19,3.5
93,106,4.0
93,3,4.5
93,36,5.0
94,5,0.5
94,68,1.0
94,3,1.5
94,148,2.0
94,34,2.5
94,790,3.0
94,98,3.5
94,771,4.0
94,59,4.5
94,282,5.0
95,71,0.5
95,596,1.0
95,166,1.5
95,1451,2.0
95,481,2.5
95,5257,3.0
95,482,3.5
95,2646,4.0
95,65,4.5
95,888,5.0
96,18,1.0
96,11,2.0
96,3,2.5
96,86,3.0
96,4,3.5
96,80,4.0
96,4,4.5
96,72,5.0
97,25,1.0
97,2,1.5
97,30,2.0
97,11,2.5
97,126,3.0
97,50,3.5
97,264,4.0
97,88,4.5
97,211,5.0
98,6,1.0
98,1,1.5
98,15,2.0
98,3,2.5
98,15,3.0
98,1,3.5
98,3,4.0
98,2,5.0
99,60,1.0
99,50,2.0
99,5,2.5
99,144,3.0
99,4,3.5
99,112,4.0
99,2,4.5
99,44,5.0
100,68,1.0
100,4,1.5
100,214,2.0
100,31,2.5
100,1243,3.0
100,39,3.5
100,632,4.0
100,4,4.5
100,119,5.0
101,2,0.5
101,31,1.0
101,7,1.5
101,107,2.0
101,41,2.5
101,363,3.0
101,184,3.5
101,683,4.0
101,183,4.5
101,383,5.0
102,13,0.5
102,237,1.0
102,9,1.5
102,282,2.0
102,12,2.5
102,451,3.0
102,7,3.5
102,86,4.0
102,41,5.0
103,27,1.0
103,1,1.5
103,65,2.0
103,6,2.5
103,313,3.0
103,8,3.5
103,146,4.0
103,1,4.5
103,83,5.0
104,81,0.5
104,466,1.0
104,113,1.5
104,703,2.0
104,329,2.5
104,2473,3.0
104,855,3.5
104,2440,4.0
104,328,4.5
104,1349,5.0
105,84,0.5
105,317,1.0
105,62,1.5
105,499,2.0
105,156,2.5
105,1580,3.0
105,214,3.5
105,1342,4.0
105,109,4.5
105,736,5.0
106,13,1.0
106,5,2.0
106,9,3.0
106,17,4.0
106,2,4.5
106,22,5.0
107,30,0.5
107,179,1.0
107,26,1.5
107,338,2.0
107,78,2.5
107,1201,3.0
107,156,3.5
107,710,4.0
107,51,4.5
107,301,5.0
108,13,1.0
108,13,2.0
108,1,2.5
108,32,3.0
108,5,4.0
108,19,5.0
109,1,0.5
109,2,1.0
109,1,2.0
109,1,2.5
109,1,3.0
110,77,0.5
110,414,1.0
110,112,1.5
110,851,2.0
110,360,2.5
110,3789,3.0
110,1367,3.5
110,7788,4.0
110,1605,4.5
110,9849,5.0
111,14,0.5
111,108,1.0
111,20,1.5
111,266,2.0
111,107,2.5
111,1609,3.0
111,556,3.5
111,3911,4.0
111,908,4.5
111,4060,5.0
112,28,0.5
112,224,1.0
112,48,1.5
112,523,2.0
112,183,2.5
112,2500,3.0
112,375,3.5
112,2026,4.0
112,94,4.5
112,825,5.0
113,36,1.0
113,1,1.5
113,80,2.0
113,7,2.5
113,360,3.0
113,8,3.5
113,138,4.0
113,2,4.5
113,41,5.0
114,5,1.0
114,9,2.0
114,1,2.5
114,49,3.0
114,7,3.5
114,60,4.0
114,3,4.5
114,26,5.0
115,1,1.0
115,1,2.0
115,5,3.0
115,1,3.5
115,10,4.0
115,2,5.0
116,3,0.5
116,25,1.0
116,13,2.0
116,1,2.5
116,108,3.0
116,8,3.5
116,183,4.0
116,10,4.5
116,169,5.0
117,21,1.0
117,2,1.5
117,57,2.0
117,7,2.5
117,223,3.0
117,30,3.5
117,272,4.0
117,8,4.5
117,127,5.0
118,2,0.5
118,64,1.0
118,4,1.5
118,112,2.0
118,8,2.5
118,303,3.0
118,7,3.5
118,135,4.0
118,1,4.5
118,57,5.0
119,23,1.0
119,21,2.0
119,1,2.5
119,69,3.0
119,1,3.5
119,20,4.0
119,16,5.0
120,1,0.5
120,9,1.0
120,1,1.5
120,16,2.0
120,1,2.5
120,32,3.0
120,1,3.5
120,8,4.0
120,8,5.0
121,12,1.0
121,1,1.5
121,24,2.0
121,2,2.5
121,147,3.0
121,15,3.5
121,215,4.0
121,6,4.5
121,105,5.0
122,19,0.5
122,161,1.0
122,29,1.5
122,393,2.0
122,64,2.5
122,1047,3.0
122,54,3.5
122,317,4.0
122,4,4.5
122,90,5.0
123,1,0.5
123,23,1.0
123,1,1.5
123,48,2.0
123,7,2.5
123,204,3.0
123,70,3.5
123,313,4.0
123,100,4.5
123,347,5.0
124,9,1.0
124,1,1.5
124,14,2.0
124,1,2.5
124,62,3.0
124,55,4.0
124,2,4.5
124,45,5.0
125,2,0.5
125,31,1.0
125,5,1.5
125,103,2.0
125,23,2.5
125,513,3.0
125,83,3.5
125,775,4.0
125,50,4.5
125,416,5.0
126,33,0.5
126,204,1.0
126,27,1.5
126,147,2.0
126,26,2.5
126,199,3.0
126,11,3.5
126,64,4.0
126,33,5.0
127,2,1.0
127,4,2.0
127,8,3.0
127,1,3.5
127,4,4.0
127,2,4.5
127,4,5.0
128,5,1.0
128,3,2.0
128,1,2.5
128,14,3.0
128,3,3.5
128,16,4.0
128,1,4.5
128,10,5.0
129,2,0.5
129,9,1.0
129,16,2.0
129,1,2.5
129,44,3.0
129,4,3.5
129,16,4.0
129,2,4.5
129,18,5.0
130,1,0.5
130,2,1.0
130,5,2.0
130,5,3.0
130,1,3.5
130,2,4.5
130,1,5.0
131,1,0.5
131,3,1.0
131,12,2.0
131,1,2.5
131,55,3.0
131,41,4.0
131,1,4.5
131,8,5.0
132,9,0.5
132,129,1.0
132,12,1.5
132,264,2.0
132,21,2.5
132,518,3.0
132,15,3.5
132,185,4.0
132,46,5.0
133,1,1.0
133,4,2.0
133,2,2.5
133,5,3.0
133,2,4.0
133,1,5.0
134,1,1.0
134,1,2.0
134,1,2.5
134,2,3.0
134,1,3.5
134,6,4.0
134,2,4.5
134,6,5.0
135,26,0.5
135,256,1.0
135,32,1.5
135,435,2.0
135,87,2.5
135,1386,3.0
135,92,3.5
135,599,4.0
135,13,4.5
135,232,5.0
136,1,0.5
136,10,1.0
136,4,2.0
136,1,2.5
136,9,3.0
136,24,4.0
136,14,5.0
137,9,1.0
137,14,2.0
137,3,2.5
137,56,3.0
137,2,3.5
137,25,4.0
137,1,4.5
137,27,5.0
138,9,1.0
138,11,2.0
138,1,2.5
138,34,3.0
138,8,4.0
138,20,5.0
139,1,1.0
139,2,2.5
139,15,3.0
139,1,3.5
139,4,4.0
139,3,5.0
140,7,0.5
140,150,1.0
140,15,1.5
140,283,2.0
140,35,2.5
140,1271,3.0
140,38,3.5
140,723,4.0
140,14,4.5
140,357,5.0
141,36,0.5
141,369,1.0
141,69,1.5
141,786,2.0
141,271,2.5
141,4039,3.0
141,621,3.5
141,3778,4.0
141,252,4.5
141,1864,5.0
142,3,1.0
142,6,2.0
142,6,3.0
142,9,4.0
143,1,0.5
143,4,1.0
143,1,2.0
143,1,2.5
143,2,3.0
143,2,4.0
143,1,5.0
144,3,0.5
144,80,1.0
144,1,1.5
144,200,2.0
144,27,2.5
144,874,3.0
144,85,3.5
144,969,4.0
144,19,4.5
144,324,5.0
145,57,0.5
145,212,1.0
145,109,1.5
145,514,2.0
145,309,2.5
145,2001,3.0
145,582,3.5
145,1463,4.0
145,173,4.5
145,459,5.0
146,2,0.5
146,42,1.0
146,5,1.5
146,51,2.0
146,11,2.5
146,136,3.0
146,4,3.5
146,49,4.0
146,24,5.0
147,7,0.5
147,59,1.0
147,12,1.5
147,125,2.0
147,41,2.5
147,570,3.0
147,149,3.5
147,673,4.0
147,95,4.5
147,256,5.0
148,23,1.0
148,37,2.0
148,5,2.5
148,95,3.0
148,6,3.5
148,34,4.0
148,1,4.5
148,12,5.0
149,21,1.0
149,44,2.0
149,2,2.5
149,181,3.0
149,14,3.5
149,235,4.0
149,20,4.5
149,116,5.0
150,46,0.5
150,174,1.0
150,73,1.5
150,650,2.0
150,412,2.5
150,5437,3.0
150,1594,3.5
150,9148,4.0
150,1012,4.5
150,5738,5.0
151,31,0.5
151,179,1.0
151,49,1.5
151,451,2.0
151,170,2.5
151,2368,3.0
151,362,3.5
151,2405,4.0
151,148,4.5
151,1023,5.0
152,2,0.5
152,47,1.0
152,45,2.0
152,6,2.5
152,115,3.0
152,9,3.5
152,84,4.0
152,10,4.5
152,51,5.0
153,192,0.5
153,1142,1.0
153,325,1.5
153,2601,2.0
153,760,2.5
153,7942,3.0
153,663,3.5
153,3016,4.0
153,74,4.5
153,699,5.0
154,30,1.0
154,4,1.5
154,63,2.0
154,12,2.5
154,446,3.0
154,50,3.5
154,562,4.0
154,44,4.5
154,365,5.0
155,2,0.5
155,38,1.0
155,1,1.5
155,69,2.0
155,3,2.5
155,306,3.0
155,12,3.5
155,246,4.0
155,3,4.5
155,104,5.0
156,2,0.5
156,29,1.0
156,1,1.5
156,70,2.0
156,12,2.5
156,350,3.0
156,23,3.5
156,302,4.0
156,7,4.5
156,137,5.0
157,12,0.5
157,170,1.0
157,12,1.5
157,277,2.0
157,56,2.5
157,520,3.0
157,63,3.5
157,234,4.0
157,12,4.5
157,59,5.0
158,147,0.5
158,352,1.0
158,193,1.5
158,807,2.0
158,419,2.5
158,2585,3.0
158,335,3.5
158,1091,4.0
158,62,4.5
158,365,5.0
159,1,0.5
159,38,1.0
159,3,1.5
159,98,2.0
159,8,2.5
159,560,3.0
159,67,3.5
159,448,4.0
159,16,4.5
159,112,5.0
160,115,0.5
160,1235,1.0
160,179,1.5
160,1745,2.0
160,320,2.5
160,3274,3.0
160,151,3.5
160,969,4.0
160,20,4.5
160,296,5.0
161,9,0.5
161,113,1.0
161,22,1.5
161,375,2.0
161,128,2.5
161,4095,3.0
161,493,3.5
161,5267,4.0
161,228,4.5
161,2372,5.0
162,4,0.5
162,68,1.0
162,7,1.5
162,161,2.0
162,27,2.5
162,508,3.0
162,101,3.5
162,1119,4.0
162,153,4.5
162,1104,5.0
163,32,0.5
163,222,1.0
163,54,1.5
163,569,2.0
163,253,2.5
163,2275,3.0
163,658,3.5
163,2189,4.0
163,298,4.5
163,805,5.0
164,1,0.5
164,50,1.0
164,5,1.5
164,167,2.0
164,33,2.5
164,1033,3.0
164,66,3.5
164,983,4.0
164,25,4.5
164,214,5.0
165,47,0.5
165,374,1.0
165,71,1.5
165,1072,2.0
165,359,2.5
165,6657,3.0
165,1161,3.5
165,5459,4.0
165,416,4.5
165,2039,5.0
166,9,0.5
166,64,1.0
166,3,1.5
166,65,2.0
166,26,2.5
166,66,3.0
166,25,3.5
166,56,4.0
166,6,4.5
166,28,5.0
167,7,1.0
167,1,1.5
167,2,2.0
167,24,3.0
167,2,3.5
167,13,4.0
167,1,4.5
167,5,5.0
168,124,0.5
168,480,1.0
168,136,1.5
168,764,2.0
168,301,2.5
168,2255,3.0
168,287,3.5
168,1431,4.0
168,66,4.5
168,636,5.0
169,92,0.5
169,366,1.0
169,75,1.5
169,314,2.0
169,67,2.5
169,483,3.0
169,26,3.5
169,132,4.0
169,1,4.5
169,74,5.0
170,20,0.5
170,228,1.0
170,44,1.5
170,422,2.0
170,141,2.5
170,1341,3.0
170,257,3.5
170,832,4.0
170,72,4.5
170,345,5.0
171,2,0.5
171,31,1.0
171,51,2.0
171,8,2.5
171,253,3.0
171,17,3.5
171,293,4.0
171,12,4.5
171,143,5.0
172,115,0.5
172,796,1.0
172,176,1.5
172,1249,2.0
172,357,2.5
172,2501,3.0
172,332,3.5
172,903,4.0
172,65,4.5
172,225,5.0
173,239,0.5
173,1094,1.0
173,284,1.5
173,1665,2.0
173,414,2.5
173,2890,3.0
173,208,3.5
173,879,4.0
173,24,4.5
173,188,5.0
174,30,0.5
174,242,1.0
174,13,1.5
174,242,2.0
174,23,2.5
174,419,3.0
174,24,3.5
174,126,4.0
174,3,4.5
174,49,5.0
175,20,0.5
175,136,1.0
175,27,1.5
175,174,2.0
175,60,2.5
175,558,3.0
175,163,3.5
175,710,4.0
175,120,4.5
175,353,5.0
176,3,0.5
176,14,1.0
176,3,1.5
176,47,2.0
176,11,2.5
176,289,3.0
176,48,3.5
176,526,4.0
176,43,4.5
176,319,5.0
177,9,0.5
177,149,1.0
177,14,1.5
177,219,2.0
177,19,2.5
177,563,3.0
177,30,3.5
177,254,4.0
177,5,4.5
177,71,5.0
178,20,1.0
178,23,2.0
178,1,2.5
178,104,3.0
178,6,3.5
178,100,4.0
178,1,4.5
178,44,5.0
179,5,0.5
179,96,1.0
179,8,1.5
179,142,2.0
179,14,2.5
179,299,3.0
179,14,3.5
179,105,4.0
179,1,4.5
179,36,5.0
180,17,0.5
180,148,1.0
180,26,1.5
180,273,2.0
180,127,2.5
180,911,3.0
180,429,3.5
180,1284,4.0
180,285,4.5
180,617,5.0
181,122,0.5
181,489,1.0
181,28,1.5
181,255,2.0
181,29,2.5
181,295,3.0
181,7,3.5
181,59,4.0
181,2,4.5
181,30,5.0
182,10,1.0
182,3,1.5
182,52,2.0
182,9,2.5
182,193,3.0
182,12,3.5
182,91,4.0
182,1,4.5
182,19,5.0
183,22,1.0
183,2,1.5
183,34,2.0
183,4,2.5
183,130,3.0
183,9,3.5
183,114,4.0
183,2,4.5
183,42,5.0
184,22,1.0
184,20,2.0
184,2,2.5
184,71,3.0
184,7,3.5
184,48,4.0
184,3,4.5
184,25,5.0
185,98,0.5
185,609,1.0
185,187,1.5
185,1556,2.0
185,541,2.5
185,6010,3.0
185,478,3.5
185,2878,4.0
185,58,4.5
185,1054,5.0
186,114,0.5
186,423,1.0
186,161,1.5
186,873,2.0
186,344,2.5
186,2620,3.0
186,264,3.5
186,1005,4.0
186,54,4.5
186,267,5.0
187,2,0.5
187,15,1.0
187,2,1.5
187,66,2.0
187,9,2.5
187,139,3.0
187,27,3.5
187,170,4.0
187,11,4.5
187,58,5.0
188,3,0.5
188,73,1.0
188,7,1.5
188,162,2.0
188,24,2.5
188,469,3.0
188,65,3.5
188,387,4.0
